,year,game_name,trend_value,clean_name,key
3628,2021,Spy Alley,85,spy alley,2021_spy alley
3629,2022,Spy Alley,88,spy alley,2022_spy alley
3630,2023,Spy Alley,69,spy alley,2023_spy alley
3631,2024,Spy Alley,59,spy alley,2024_spy alley
3632,2025,Spy Alley,61,spy alley,2025_spy alley
3633,2026,Spy Alley,27,spy alley,2026_spy alley
3635,2005,Wadjet,100,wadjet,2005_wadjet
3657,2004,Hattrick!,100,hattrick,2004_hattrick
3660,2007,Hattrick!,115,hattrick,2007_hattrick
3661,2008,Hattrick!,197,hattrick,2008_hattrick
3662,2009,Hattrick!,149,hattrick,2009_hattrick
3663,2010,Hattrick!,117,hattrick,2010_hattrick
3664,2011,Hattrick!,81,hattrick,2011_hattrick
3665,2012,Hattrick!,84,hattrick,2012_hattrick
3666,2013,Hattrick!,58,hattrick,2013_hattrick
3667,2014,Hattrick!,44,hattrick,2014_hattrick
3668,2015,Hattrick!,6,hattrick,2015_hattrick
3674,2021,Hattrick!,3,hattrick,2021_hattrick
3677,2024,Hattrick!,3,hattrick,2024_hattrick
3679,2026,Hattrick!,1,hattrick,2026_hattrick
3681,2005,Rush Hour,190,rush hour,2005_rush hour
3683,2007,Rush Hour,147,rush hour,2007_rush hour
3684,2008,Rush Hour,40,rush hour,2008_rush hour
3685,2009,Rush Hour,126,rush hour,2009_rush hour
3686,2010,Rush Hour,220,rush hour,2010_rush hour
3687,2011,Rush Hour,113,rush hour,2011_rush hour
3688,2012,Rush Hour,141,rush hour,2012_rush hour
3689,2013,Rush Hour,124,rush hour,2013_rush hour
3690,2014,Rush Hour,137,rush hour,2014_rush hour
3691,2015,Rush Hour,169,rush hour,2015_rush hour
3692,2016,Rush Hour,209,rush hour,2016_rush hour
3693,2017,Rush Hour,177,rush hour,2017_rush hour
3694,2018,Rush Hour,208,rush hour,2018_rush hour
3695,2019,Rush Hour,215,rush hour,2019_rush hour
3696,2020,Rush Hour,186,rush hour,2020_rush hour
3697,2021,Rush Hour,175,rush hour,2021_rush hour
3698,2022,Rush Hour,153,rush hour,2022_rush hour
3699,2023,Rush Hour,166,rush hour,2023_rush hour
3700,2024,Rush Hour,186,rush hour,2024_rush hour
3701,2025,Rush Hour,200,rush hour,2025_rush hour
3702,2026,Rush Hour,72,rush hour,2026_rush hour
3723,2024,Sagarian,100,sagarian,2024_sagarian
3731,2009,Stops,89,stops,2009_stops
3733,2011,Stops,49,stops,2011_stops
3734,2012,Stops,218,stops,2012_stops
3735,2013,Stops,230,stops,2013_stops
3736,2014,Stops,364,stops,2014_stops
3737,2015,Stops,389,stops,2015_stops
3738,2016,Stops,423,stops,2016_stops
3739,2017,Stops,425,stops,2017_stops
3740,2018,Stops,390,stops,2018_stops
3741,2019,Stops,406,stops,2019_stops
3742,2020,Stops,441,stops,2020_stops
3743,2021,Stops,466,stops,2021_stops
3744,2022,Stops,499,stops,2022_stops
3745,2023,Stops,485,stops,2023_stops
3746,2024,Stops,516,stops,2024_stops
3747,2025,Stops,709,stops,2025_stops
3748,2026,Stops,377,stops,2026_stops
3750,2005,Pirateer,100,pirateer,2005_pirateer
3757,2012,Pirateer,27,pirateer,2012_pirateer
3759,2014,Pirateer,4,pirateer,2014_pirateer
3760,2015,Pirateer,4,pirateer,2015_pirateer
3761,2016,Pirateer,4,pirateer,2016_pirateer
3762,2017,Pirateer,4,pirateer,2017_pirateer
3766,2021,Pirateer,3,pirateer,2021_pirateer
3767,2022,Pirateer,2,pirateer,2022_pirateer
3782,2014,Quadwrangle,100,quadwrangle,2014_quadwrangle
3788,2020,Quadwrangle,46,quadwrangle,2020_quadwrangle
3796,2005,3 Stones,100,3 stones,2005_3 stones
3803,2012,3 Stones,8,3 stones,2012_3 stones
3810,2019,3 Stones,5,3 stones,2019_3 stones
3819,2005,Finish Lines,100,finish lines,2005_finish lines
3821,2007,Finish Lines,27,finish lines,2007_finish lines
3839,2025,Finish Lines,4,finish lines,2025_finish lines
3841,2004,Imaginiff,100,imaginiff,2004_imaginiff
3842,2005,Imaginiff,91,imaginiff,2005_imaginiff
3843,2006,Imaginiff,86,imaginiff,2006_imaginiff
3844,2007,Imaginiff,77,imaginiff,2007_imaginiff
3845,2008,Imaginiff,114,imaginiff,2008_imaginiff
3846,2009,Imaginiff,101,imaginiff,2009_imaginiff
3847,2010,Imaginiff,127,imaginiff,2010_imaginiff
3848,2011,Imaginiff,92,imaginiff,2011_imaginiff
3849,2012,Imaginiff,107,imaginiff,2012_imaginiff
3850,2013,Imaginiff,103,imaginiff,2013_imaginiff
3851,2014,Imaginiff,88,imaginiff,2014_imaginiff
3852,2015,Imaginiff,71,imaginiff,2015_imaginiff
3853,2016,Imaginiff,43,imaginiff,2016_imaginiff
3854,2017,Imaginiff,42,imaginiff,2017_imaginiff
3855,2018,Imaginiff,37,imaginiff,2018_imaginiff
3856,2019,Imaginiff,39,imaginiff,2019_imaginiff
3857,2020,Imaginiff,45,imaginiff,2020_imaginiff
3858,2021,Imaginiff,18,imaginiff,2021_imaginiff
3859,2022,Imaginiff,15,imaginiff,2022_imaginiff
3860,2023,Imaginiff,9,imaginiff,2023_imaginiff
3861,2024,Imaginiff,3,imaginiff,2024_imaginiff
3862,2025,Imaginiff,3,imaginiff,2025_imaginiff
3863,2026,Imaginiff,1,imaginiff,2026_imaginiff
3876,2016,Time's Up!,164,times up,2016_times up
3877,2017,Time's Up!,175,times up,2017_times up
3878,2018,Time's Up!,339,times up,2018_times up
3879,2019,Time's Up!,198,times up,2019_times up
3880,2020,Time's Up!,191,times up,2020_times up
3881,2021,Time's Up!,157,times up,2021_times up
3882,2022,Time's Up!,166,times up,2022_times up
3883,2023,Time's Up!,180,times up,2023_times up
3884,2024,Time's Up!,163,times up,2024_times up
3885,2025,Time's Up!,138,times up,2025_times up
3886,2026,Time's Up!,44,times up,2026_times up
3887,2004,Zertz,100,zertz,2004_zertz
3893,2010,Zertz,8,zertz,2010_zertz
3905,2022,Zertz,3,zertz,2022_zertz
3906,2023,Zertz,2,zertz,2023_zertz
3910,2004,Apples to Apples,244,apples to apples,2004_apples to apples
3911,2005,Apples to Apples,316,apples to apples,2005_apples to apples
3912,2006,Apples to Apples,276,apples to apples,2006_apples to apples
3913,2007,Apples to Apples,252,apples to apples,2007_apples to apples
3914,2008,Apples to Apples,231,apples to apples,2008_apples to apples
3915,2009,Apples to Apples,247,apples to apples,2009_apples to apples
3916,2010,Apples to Apples,229,apples to apples,2010_apples to apples
3917,2011,Apples to Apples,214,apples to apples,2011_apples to apples
3918,2012,Apples to Apples,227,apples to apples,2012_apples to apples
3919,2013,Apples to Apples,217,apples to apples,2013_apples to apples
3920,2014,Apples to Apples,170,apples to apples,2014_apples to apples
3921,2015,Apples to Apples,131,apples to apples,2015_apples to apples
3922,2016,Apples to Apples,105,apples to apples,2016_apples to apples
3923,2017,Apples to Apples,91,apples to apples,2017_apples to apples
3924,2018,Apples to Apples,84,apples to apples,2018_apples to apples
3925,2019,Apples to Apples,75,apples to apples,2019_apples to apples
3926,2020,Apples to Apples,71,apples to apples,2020_apples to apples
3927,2021,Apples to Apples,52,apples to apples,2021_apples to apples
3928,2022,Apples to Apples,52,apples to apples,2022_apples to apples
3929,2023,Apples to Apples,56,apples to apples,2023_apples to apples
3930,2024,Apples to Apples,51,apples to apples,2024_apples to apples
3931,2025,Apples to Apples,53,apples to apples,2025_apples to apples
3932,2026,Apples to Apples,20,apples to apples,2026_apples to apples
3952,2023,Bollox (Bōku),100,bollox bku,2023_bollox bku
3965,2013,TransAmerica,100,transamerica,2013_transamerica
3966,2014,TransAmerica,68,transamerica,2014_transamerica
3967,2015,TransAmerica,127,transamerica,2015_transamerica
3968,2016,TransAmerica,66,transamerica,2016_transamerica
3975,2023,TransAmerica,47,transamerica,2023_transamerica
3977,2025,TransAmerica,56,transamerica,2025_transamerica
3978,2026,TransAmerica,8,transamerica,2026_transamerica
3981,2006,Curses!,84,curses,2006_curses
3982,2007,Curses!,100,curses,2007_curses
3983,2008,Curses!,159,curses,2008_curses
3984,2009,Curses!,218,curses,2009_curses
3985,2010,Curses!,110,curses,2010_curses
3986,2011,Curses!,131,curses,2011_curses
3987,2012,Curses!,39,curses,2012_curses
3988,2013,Curses!,39,curses,2013_curses
3989,2014,Curses!,33,curses,2014_curses
3990,2015,Curses!,52,curses,2015_curses
3991,2016,Curses!,19,curses,2016_curses
3992,2017,Curses!,30,curses,2017_curses
3993,2018,Curses!,33,curses,2018_curses
3994,2019,Curses!,43,curses,2019_curses
3996,2021,Curses!,10,curses,2021_curses
3997,2022,Curses!,5,curses,2022_curses
3998,2023,Curses!,27,curses,2023_curses
3999,2024,Curses!,62,curses,2024_curses
4000,2025,Curses!,37,curses,2025_curses
4001,2026,Curses!,16,curses,2026_curses
4004,2006,Dvonn,100,dvonn,2006_dvonn
4006,2008,Dvonn,45,dvonn,2008_dvonn
4009,2011,Dvonn,23,dvonn,2011_dvonn
4010,2012,Dvonn,62,dvonn,2012_dvonn
4011,2013,Dvonn,14,dvonn,2013_dvonn
4012,2014,Dvonn,44,dvonn,2014_dvonn
4014,2016,Dvonn,9,dvonn,2016_dvonn
4015,2017,Dvonn,10,dvonn,2017_dvonn
4016,2018,Dvonn,30,dvonn,2018_dvonn
4019,2021,Dvonn,8,dvonn,2021_dvonn
4020,2022,Dvonn,8,dvonn,2022_dvonn
4021,2023,Dvonn,8,dvonn,2023_dvonn
4022,2024,Dvonn,32,dvonn,2024_dvonn
4024,2026,Dvonn,2,dvonn,2026_dvonn
4029,2008,The Legend of Landlock,100,the legend of landlock,2008_the legend of landlock
4054,2010,Muggins!,182,muggins,2010_muggins
4056,2012,Muggins!,166,muggins,2012_muggins
4057,2013,Muggins!,297,muggins,2013_muggins
4058,2014,Muggins!,232,muggins,2014_muggins
4059,2015,Muggins!,409,muggins,2015_muggins
4060,2016,Muggins!,275,muggins,2016_muggins
4061,2017,Muggins!,235,muggins,2017_muggins
4062,2018,Muggins!,226,muggins,2018_muggins
4063,2019,Muggins!,122,muggins,2019_muggins
4064,2020,Muggins!,299,muggins,2020_muggins
4065,2021,Muggins!,159,muggins,2021_muggins
4066,2022,Muggins!,534,muggins,2022_muggins
4067,2023,Muggins!,199,muggins,2023_muggins
4068,2024,Muggins!,229,muggins,2024_muggins
4069,2025,Muggins!,223,muggins,2025_muggins
4070,2026,Muggins!,117,muggins,2026_muggins
4083,2016,Smart Mouth,90,smart mouth,2016_smart mouth
4084,2017,Smart Mouth,100,smart mouth,2017_smart mouth
4100,2010,Brainstrain,100,brainstrain,2010_brainstrain
4104,2014,Brainstrain,37,brainstrain,2014_brainstrain
4121,2008,Dao,160,dao,2008_dao
4122,2009,Dao,468,dao,2009_dao
4123,2010,Dao,741,dao,2010_dao
4124,2011,Dao,823,dao,2011_dao
4125,2012,Dao,764,dao,2012_dao
4126,2013,Dao,665,dao,2013_dao
4127,2014,Dao,731,dao,2014_dao
4128,2015,Dao,705,dao,2015_dao
4129,2016,Dao,550,dao,2016_dao
4130,2017,Dao,458,dao,2017_dao
4131,2018,Dao,416,dao,2018_dao
4132,2019,Dao,467,dao,2019_dao
4133,2020,Dao,529,dao,2020_dao
4134,2021,Dao,625,dao,2021_dao
4135,2022,Dao,656,dao,2022_dao
4136,2023,Dao,539,dao,2023_dao
4137,2024,Dao,570,dao,2024_dao
4138,2025,Dao,677,dao,2025_dao
4139,2026,Dao,287,dao,2026_dao
4140,2004,Metro,184,metro,2004_metro
4141,2005,Metro,274,metro,2005_metro
4142,2006,Metro,373,metro,2006_metro
4143,2007,Metro,396,metro,2007_metro
4144,2008,Metro,525,metro,2008_metro
4145,2009,Metro,512,metro,2009_metro
4146,2010,Metro,519,metro,2010_metro
4147,2011,Metro,539,metro,2011_metro
4148,2012,Metro,483,metro,2012_metro
4149,2013,Metro,490,metro,2013_metro
4150,2014,Metro,486,metro,2014_metro
4151,2015,Metro,441,metro,2015_metro
4152,2016,Metro,404,metro,2016_metro
4153,2017,Metro,393,metro,2017_metro
4154,2018,Metro,392,metro,2018_metro
4155,2019,Metro,497,metro,2019_metro
4156,2020,Metro,587,metro,2020_metro
4157,2021,Metro,389,metro,2021_metro
4158,2022,Metro,438,metro,2022_metro
4159,2023,Metro,511,metro,2023_metro
4160,2024,Metro,468,metro,2024_metro
4161,2025,Metro,475,metro,2025_metro
4162,2026,Metro,242,metro,2026_metro
4179,2020,Shapes Up!,100,shapes up,2020_shapes up
4182,2023,Shapes Up!,86,shapes up,2023_shapes up
4185,2026,Shapes Up!,8,shapes up,2026_shapes up
4186,2004,Ingenious,85,ingenious,2004_ingenious
4187,2005,Ingenious,132,ingenious,2005_ingenious
4188,2006,Ingenious,239,ingenious,2006_ingenious
4189,2007,Ingenious,418,ingenious,2007_ingenious
4190,2008,Ingenious,396,ingenious,2008_ingenious
4191,2009,Ingenious,388,ingenious,2009_ingenious
4192,2010,Ingenious,466,ingenious,2010_ingenious
4193,2011,Ingenious,520,ingenious,2011_ingenious
4194,2012,Ingenious,539,ingenious,2012_ingenious
4195,2013,Ingenious,528,ingenious,2013_ingenious
4196,2014,Ingenious,507,ingenious,2014_ingenious
4197,2015,Ingenious,422,ingenious,2015_ingenious
4198,2016,Ingenious,376,ingenious,2016_ingenious
4199,2017,Ingenious,414,ingenious,2017_ingenious
4200,2018,Ingenious,481,ingenious,2018_ingenious
4201,2019,Ingenious,518,ingenious,2019_ingenious
4202,2020,Ingenious,516,ingenious,2020_ingenious
4203,2021,Ingenious,364,ingenious,2021_ingenious
4204,2022,Ingenious,335,ingenious,2022_ingenious
4205,2023,Ingenious,345,ingenious,2023_ingenious
4206,2024,Ingenious,320,ingenious,2024_ingenious
4207,2025,Ingenious,315,ingenious,2025_ingenious
4208,2026,Ingenious,261,ingenious,2026_ingenious
4212,2007,Loot,57,loot,2007_loot
4213,2008,Loot,70,loot,2008_loot
4214,2009,Loot,40,loot,2009_loot
4215,2010,Loot,36,loot,2010_loot
4216,2011,Loot,49,loot,2011_loot
4217,2012,Loot,87,loot,2012_loot
4218,2013,Loot,101,loot,2013_loot
4219,2014,Loot,141,loot,2014_loot
4220,2015,Loot,159,loot,2015_loot
4221,2016,Loot,143,loot,2016_loot
4222,2017,Loot,153,loot,2017_loot
4223,2018,Loot,149,loot,2018_loot
4224,2019,Loot,152,loot,2019_loot
4225,2020,Loot,278,loot,2020_loot
4226,2021,Loot,228,loot,2021_loot
4227,2022,Loot,237,loot,2022_loot
4228,2023,Loot,209,loot,2023_loot
4229,2024,Loot,341,loot,2024_loot
4230,2025,Loot,251,loot,2025_loot
4231,2026,Loot,105,loot,2026_loot
4233,2005,Niagara,340,niagara,2005_niagara
4234,2006,Niagara,114,niagara,2006_niagara
4235,2007,Niagara,105,niagara,2007_niagara
4236,2008,Niagara,60,niagara,2008_niagara
4237,2009,Niagara,47,niagara,2009_niagara
4238,2010,Niagara,25,niagara,2010_niagara
4239,2011,Niagara,59,niagara,2011_niagara
4240,2012,Niagara,62,niagara,2012_niagara
4241,2013,Niagara,62,niagara,2013_niagara
4242,2014,Niagara,54,niagara,2014_niagara
4243,2015,Niagara,49,niagara,2015_niagara
4244,2016,Niagara,44,niagara,2016_niagara
4245,2017,Niagara,52,niagara,2017_niagara
4246,2018,Niagara,52,niagara,2018_niagara
4247,2019,Niagara,58,niagara,2019_niagara
4248,2020,Niagara,48,niagara,2020_niagara
4249,2021,Niagara,38,niagara,2021_niagara
4250,2022,Niagara,39,niagara,2022_niagara
4251,2023,Niagara,39,niagara,2023_niagara
4252,2024,Niagara,44,niagara,2024_niagara
4253,2025,Niagara,41,niagara,2025_niagara
4254,2026,Niagara,28,niagara,2026_niagara
4269,2018,Zendo,100,zendo,2018_zendo
4271,2020,Zendo,177,zendo,2020_zendo
4273,2022,Zendo,52,zendo,2022_zendo
4274,2023,Zendo,107,zendo,2023_zendo
4276,2025,Zendo,67,zendo,2025_zendo
4277,2026,Zendo,8,zendo,2026_zendo
4278,2004,10 Days in Africa/USA,100,10 days in africausa,2004_10 days in africausa
4304,2007,Basari,100,basari,2007_basari
4313,2016,Basari,13,basari,2016_basari
4318,2021,Basari,10,basari,2021_basari
4323,2026,Basari,1,basari,2026_basari
4330,2010,The Bridges of Shangri-La,100,the bridges of shangrila,2010_the bridges of shangrila
4350,2007,Rumis,46,rumis,2007_rumis
4351,2008,Rumis,77,rumis,2008_rumis
4352,2009,Rumis,37,rumis,2009_rumis
4353,2010,Rumis,43,rumis,2010_rumis
4354,2011,Rumis,43,rumis,2011_rumis
4355,2012,Rumis,72,rumis,2012_rumis
4356,2013,Rumis,69,rumis,2013_rumis
4357,2014,Rumis,100,rumis,2014_rumis
4358,2015,Rumis,121,rumis,2015_rumis
4359,2016,Rumis,168,rumis,2016_rumis
4360,2017,Rumis,179,rumis,2017_rumis
4361,2018,Rumis,192,rumis,2018_rumis
4362,2019,Rumis,225,rumis,2019_rumis
4363,2020,Rumis,241,rumis,2020_rumis
4364,2021,Rumis,309,rumis,2021_rumis
4365,2022,Rumis,309,rumis,2022_rumis
4366,2023,Rumis,294,rumis,2023_rumis
4367,2024,Rumis,459,rumis,2024_rumis
4368,2025,Rumis,737,rumis,2025_rumis
4369,2026,Rumis,306,rumis,2026_rumis
4371,2005,Yinsh,194,yinsh,2005_yinsh
4373,2007,Yinsh,52,yinsh,2007_yinsh
4378,2012,Yinsh,44,yinsh,2012_yinsh
4379,2013,Yinsh,39,yinsh,2013_yinsh
4380,2014,Yinsh,73,yinsh,2014_yinsh
4381,2015,Yinsh,94,yinsh,2015_yinsh
4382,2016,Yinsh,109,yinsh,2016_yinsh
4383,2017,Yinsh,116,yinsh,2017_yinsh
4384,2018,Yinsh,100,yinsh,2018_yinsh
4385,2019,Yinsh,67,yinsh,2019_yinsh
4386,2020,Yinsh,61,yinsh,2020_yinsh
4387,2021,Yinsh,63,yinsh,2021_yinsh
4388,2022,Yinsh,59,yinsh,2022_yinsh
4389,2023,Yinsh,96,yinsh,2023_yinsh
4390,2024,Yinsh,72,yinsh,2024_yinsh
4391,2025,Yinsh,90,yinsh,2025_yinsh
4392,2026,Yinsh,36,yinsh,2026_yinsh
4393,2004,Blokus,261,blokus,2004_blokus
4394,2005,Blokus,305,blokus,2005_blokus
4395,2006,Blokus,447,blokus,2006_blokus
4396,2007,Blokus,458,blokus,2007_blokus
4397,2008,Blokus,569,blokus,2008_blokus
4398,2009,Blokus,479,blokus,2009_blokus
4399,2010,Blokus,406,blokus,2010_blokus
4400,2011,Blokus,285,blokus,2011_blokus
4401,2012,Blokus,191,blokus,2012_blokus
4402,2013,Blokus,124,blokus,2013_blokus
4403,2014,Blokus,113,blokus,2014_blokus
4404,2015,Blokus,114,blokus,2015_blokus
4405,2016,Blokus,107,blokus,2016_blokus
4406,2017,Blokus,116,blokus,2017_blokus
4407,2018,Blokus,110,blokus,2018_blokus
4408,2019,Blokus,118,blokus,2019_blokus
4409,2020,Blokus,136,blokus,2020_blokus
4410,2021,Blokus,126,blokus,2021_blokus
4411,2022,Blokus,120,blokus,2022_blokus
4412,2023,Blokus,116,blokus,2023_blokus
4413,2024,Blokus,119,blokus,2024_blokus
4414,2025,Blokus,119,blokus,2025_blokus
4415,2026,Blokus,45,blokus,2026_blokus
4417,2005,Cityscape,100,cityscape,2005_cityscape
4425,2013,Cityscape,6,cityscape,2013_cityscape
4426,2014,Cityscape,5,cityscape,2014_cityscape
4440,2005,Fire & Ice,100,fire ice,2005_fire ice
4454,2019,Fire & Ice,6,fire ice,2019_fire ice
4459,2024,Fire & Ice,6,fire ice,2024_fire ice
4484,2026,Wits & Wagers,100,wits wagers,2026_wits wagers
4498,2017,AmuseAmaze,100,amuseamaze,2017_amuseamaze
4505,2024,AmuseAmaze,70,amuseamaze,2024_amuseamaze
4515,2011,Eye Know,100,eye know,2011_eye know
4518,2014,Eye Know,56,eye know,2014_eye know
4519,2015,Eye Know,64,eye know,2015_eye know
4520,2016,Eye Know,48,eye know,2016_eye know
4523,2019,Eye Know,43,eye know,2019_eye know
4524,2020,Eye Know,39,eye know,2020_eye know
4525,2021,Eye Know,41,eye know,2021_eye know
4530,2026,Eye Know,3,eye know,2026_eye know
4544,2017,Jumbulaya,100,jumbulaya,2017_jumbulaya
4549,2022,Jumbulaya,75,jumbulaya,2022_jumbulaya
4556,2006,Pixel,88,pixel,2006_pixel
4557,2007,Pixel,199,pixel,2007_pixel
4558,2008,Pixel,152,pixel,2008_pixel
4559,2009,Pixel,125,pixel,2009_pixel
4560,2010,Pixel,97,pixel,2010_pixel
4561,2011,Pixel,137,pixel,2011_pixel
4562,2012,Pixel,146,pixel,2012_pixel
4563,2013,Pixel,219,pixel,2013_pixel
4564,2014,Pixel,269,pixel,2014_pixel
4565,2015,Pixel,399,pixel,2015_pixel
4566,2016,Pixel,412,pixel,2016_pixel
4567,2017,Pixel,451,pixel,2017_pixel
4568,2018,Pixel,474,pixel,2018_pixel
4569,2019,Pixel,474,pixel,2019_pixel
4570,2020,Pixel,513,pixel,2020_pixel
4571,2021,Pixel,436,pixel,2021_pixel
4572,2022,Pixel,737,pixel,2022_pixel
4573,2023,Pixel,769,pixel,2023_pixel
4574,2024,Pixel,835,pixel,2024_pixel
4575,2025,Pixel,958,pixel,2025_pixel
4576,2026,Pixel,379,pixel,2026_pixel
4588,2015,Tiki Topple,100,tiki topple,2015_tiki topple
4591,2018,Tiki Topple,163,tiki topple,2018_tiki topple
4592,2019,Tiki Topple,71,tiki topple,2019_tiki topple
4596,2023,Tiki Topple,92,tiki topple,2023_tiki topple
4597,2024,Tiki Topple,65,tiki topple,2024_tiki topple
4599,2026,Tiki Topple,9,tiki topple,2026_tiki topple
4616,2020,Gemlok,100,gemlok,2020_gemlok
4643,2024,Gheos,100,gheos,2024_gheos
4652,2010,Hit or Miss,100,hit or miss,2010_hit or miss
4656,2014,Hit or Miss,38,hit or miss,2014_hit or miss
4660,2018,Hit or Miss,50,hit or miss,2018_hit or miss
4661,2019,Hit or Miss,38,hit or miss,2019_hit or miss
4672,2007,Qwirkle,37,qwirkle,2007_qwirkle
4673,2008,Qwirkle,59,qwirkle,2008_qwirkle
4674,2009,Qwirkle,89,qwirkle,2009_qwirkle
4675,2010,Qwirkle,130,qwirkle,2010_qwirkle
4676,2011,Qwirkle,324,qwirkle,2011_qwirkle
4677,2012,Qwirkle,317,qwirkle,2012_qwirkle
4678,2013,Qwirkle,302,qwirkle,2013_qwirkle
4679,2014,Qwirkle,312,qwirkle,2014_qwirkle
4680,2015,Qwirkle,334,qwirkle,2015_qwirkle
4681,2016,Qwirkle,303,qwirkle,2016_qwirkle
4682,2017,Qwirkle,349,qwirkle,2017_qwirkle
4683,2018,Qwirkle,371,qwirkle,2018_qwirkle
4684,2019,Qwirkle,394,qwirkle,2019_qwirkle
4685,2020,Qwirkle,493,qwirkle,2020_qwirkle
4686,2021,Qwirkle,443,qwirkle,2021_qwirkle
4687,2022,Qwirkle,449,qwirkle,2022_qwirkle
4688,2023,Qwirkle,417,qwirkle,2023_qwirkle
4689,2024,Qwirkle,403,qwirkle,2024_qwirkle
4690,2025,Qwirkle,405,qwirkle,2025_qwirkle
4691,2026,Qwirkle,153,qwirkle,2026_qwirkle
4698,2010,Skullduggery,100,skullduggery,2010_skullduggery
4710,2022,Skullduggery,59,skullduggery,2022_skullduggery
4721,2010,Forbidden Island,153,forbidden island,2010_forbidden island
4722,2011,Forbidden Island,245,forbidden island,2011_forbidden island
4723,2012,Forbidden Island,343,forbidden island,2012_forbidden island
4724,2013,Forbidden Island,449,forbidden island,2013_forbidden island
