,award,category,key,award_year,game_name,trend_value,clean_name
1963,,,2025_uncle chestnuts table gype,2025,Uncle Chestnut's Table Gype,27,uncle chestnuts table gype
1964,,,2005_anomia,2005,Anomia,100,anomia
1965,,,2014_anomia,2014,Anomia,21,anomia
1966,,,2015_anomia,2015,Anomia,21,anomia
1967,,,2016_anomia,2016,Anomia,14,anomia
1968,,,2017_anomia,2017,Anomia,40,anomia
1969,,,2018_anomia,2018,Anomia,58,anomia
1970,,,2019_anomia,2019,Anomia,42,anomia
1971,,,2020_anomia,2020,Anomia,67,anomia
1972,,,2021_anomia,2021,Anomia,48,anomia
1973,,,2022_anomia,2022,Anomia,82,anomia
1974,,,2023_anomia,2023,Anomia,87,anomia
1975,,,2024_anomia,2024,Anomia,112,anomia
1976,,,2025_anomia,2025,Anomia,91,anomia
1977,,,2026_anomia,2026,Anomia,21,anomia
1978,,,2023_kerflip,2023,Kerflip,100,kerflip
1979,Mensa Select,General,2013_kulami,2013,Kulami,100,kulami
1980,,,2022_kulami,2022,Kulami,56,kulami
1981,,,2024_kulami,2024,Kulami,79,kulami
1982,,,2026_kulami,2026,Kulami,3,kulami
1983,,,2007_suburbia,2007,Suburbia,97,suburbia
1984,,,2012_suburbia,2012,Suburbia,126,suburbia
1985,Mensa Select,General,2013_suburbia,2013,Suburbia,384,suburbia
1986,,,2014_suburbia,2014,Suburbia,600,suburbia
1987,,,2015_suburbia,2015,Suburbia,559,suburbia
1988,,,2016_suburbia,2016,Suburbia,404,suburbia
1989,,,2017_suburbia,2017,Suburbia,323,suburbia
1990,,,2018_suburbia,2018,Suburbia,284,suburbia
1991,,,2019_suburbia,2019,Suburbia,425,suburbia
1992,,,2020_suburbia,2020,Suburbia,431,suburbia
1993,,,2021_suburbia,2021,Suburbia,294,suburbia
1994,,,2022_suburbia,2022,Suburbia,297,suburbia
1995,,,2023_suburbia,2023,Suburbia,232,suburbia
1996,,,2024_suburbia,2024,Suburbia,181,suburbia
1997,,,2025_suburbia,2025,Suburbia,134,suburbia
1998,,,2026_suburbia,2026,Suburbia,56,suburbia
1999,,,2010_coerceo,2010,Coerceo,168,coerceo
2000,,,2014_iota,2014,Iota,27,iota
2001,,,2015_iota,2015,Iota,93,iota
2002,,,2017_iota,2017,Iota,130,iota
2003,,,2018_iota,2018,Iota,221,iota
2004,,,2019_iota,2019,Iota,45,iota
2005,,,2020_iota,2020,Iota,150,iota
2006,,,2021_iota,2021,Iota,210,iota
2007,,,2022_iota,2022,Iota,121,iota
2008,,,2023_iota,2023,Iota,162,iota
2009,,,2024_iota,2024,Iota,192,iota
2010,,,2025_iota,2025,Iota,102,iota
2011,,,2026_iota,2026,Iota,101,iota
2012,,,2016_mine shift,2016,Mine Shift,100,mine shift
2013,,,2026_mine shift,2026,Mine Shift,58,mine shift
2014,,,2007_snake oil,2007,Snake Oil,100,snake oil
2015,,,2008_snake oil,2008,Snake Oil,82,snake oil
2016,,,2011_snake oil,2011,Snake Oil,22,snake oil
2017,,,2013_snake oil,2013,Snake Oil,15,snake oil
2018,,,2014_snake oil,2014,Snake Oil,37,snake oil
2019,,,2015_snake oil,2015,Snake Oil,71,snake oil
2020,,,2016_snake oil,2016,Snake Oil,136,snake oil
2021,,,2017_snake oil,2017,Snake Oil,65,snake oil
2022,,,2018_snake oil,2018,Snake Oil,68,snake oil
2023,,,2019_snake oil,2019,Snake Oil,44,snake oil
2024,,,2020_snake oil,2020,Snake Oil,42,snake oil
2025,,,2022_snake oil,2022,Snake Oil,35,snake oil
2026,,,2023_snake oil,2023,Snake Oil,49,snake oil
2027,,,2024_snake oil,2024,Snake Oil,42,snake oil
2028,,,2025_snake oil,2025,Snake Oil,46,snake oil
2029,,,2026_snake oil,2026,Snake Oil,3,snake oil
2030,,,2011_tetris link,2011,Tetris Link,100,tetris link
2031,Mensa Select,General,2012_tetris link,2012,Tetris Link,69,tetris link
2032,,,2019_tetris link,2019,Tetris Link,44,tetris link
2033,,,2005_instructures,2005,Instructures,100,instructures
2034,,,2021_instructures,2021,Instructures,4,instructures
2035,Mensa Select,General,2011_pastiche,2011,Pastiche,100,pastiche
2036,,,2013_pirate vs pirate,2013,Pirate vs Pirate,159,pirate vs pirate
2037,,,2014_pirate vs pirate,2014,Pirate vs Pirate,100,pirate vs pirate
2038,,,2019_pirate vs pirate,2019,Pirate vs Pirate,107,pirate vs pirate
2039,,,2020_pirate vs pirate,2020,Pirate vs Pirate,47,pirate vs pirate
2040,,,2021_pirate vs pirate,2021,Pirate vs Pirate,84,pirate vs pirate
2041,,,2022_pirate vs pirate,2022,Pirate vs Pirate,36,pirate vs pirate
2042,,,2023_pirate vs pirate,2023,Pirate vs Pirate,55,pirate vs pirate
2043,,,2026_pirate vs pirate,2026,Pirate vs Pirate,89,pirate vs pirate
2044,Mensa Select,General,2011_stomple,2011,Stomple,100,stomple
2045,,,2012_stomple,2012,Stomple,75,stomple
2046,,,2025_stomple,2025,Stomple,55,stomple
2047,,,2013_qwixx,2013,Qwixx,114,qwixx
2048,Mensa Select,General,2014_qwixx,2014,Qwixx,132,qwixx
2049,,,2015_qwixx,2015,Qwixx,164,qwixx
2050,,,2016_qwixx,2016,Qwixx,236,qwixx
2051,,,2017_qwixx,2017,Qwixx,261,qwixx
2052,,,2018_qwixx,2018,Qwixx,299,qwixx
2053,,,2019_qwixx,2019,Qwixx,334,qwixx
2054,,,2020_qwixx,2020,Qwixx,512,qwixx
2055,,,2021_qwixx,2021,Qwixx,518,qwixx
2056,,,2022_qwixx,2022,Qwixx,466,qwixx
2057,,,2023_qwixx,2023,Qwixx,477,qwixx
2058,,,2024_qwixx,2024,Qwixx,474,qwixx
2059,,,2025_qwixx,2025,Qwixx,453,qwixx
2060,,,2026_qwixx,2026,Qwixx,139,qwixx
2061,,,2010_the duke,2010,The Duke,1,the duke
2062,,,2011_the duke,2011,The Duke,1,the duke
2063,,,2013_the duke,2013,The Duke,5,the duke
2064,Mensa Select,General,2014_the duke,2014,The Duke,11,the duke
2065,,,2015_the duke,2015,The Duke,11,the duke
2066,,,2016_the duke,2016,The Duke,11,the duke
2067,,,2017_the duke,2017,The Duke,12,the duke
2068,,,2018_the duke,2018,The Duke,12,the duke
2069,,,2019_the duke,2019,The Duke,12,the duke
2070,,,2020_the duke,2020,The Duke,101,the duke
2071,,,2021_the duke,2021,The Duke,334,the duke
2072,,,2022_the duke,2022,The Duke,243,the duke
2073,,,2023_the duke,2023,The Duke,231,the duke
2074,,,2024_the duke,2024,The Duke,265,the duke
2075,,,2025_the duke,2025,The Duke,116,the duke
2076,,,2026_the duke,2026,The Duke,38,the duke
2077,Mensa Select,General,2013_forbidden desert,2013,Forbidden Desert,205,forbidden desert
2078,,,2014_forbidden desert,2014,Forbidden Desert,436,forbidden desert
2079,,,2015_forbidden desert,2015,Forbidden Desert,626,forbidden desert
2080,,,2016_forbidden desert,2016,Forbidden Desert,371,forbidden desert
2081,,,2017_forbidden desert,2017,Forbidden Desert,352,forbidden desert
2082,,,2018_forbidden desert,2018,Forbidden Desert,368,forbidden desert
2083,,,2019_forbidden desert,2019,Forbidden Desert,225,forbidden desert
2084,,,2020_forbidden desert,2020,Forbidden Desert,289,forbidden desert
2085,,,2021_forbidden desert,2021,Forbidden Desert,141,forbidden desert
2086,,,2022_forbidden desert,2022,Forbidden Desert,142,forbidden desert
2087,,,2023_forbidden desert,2023,Forbidden Desert,203,forbidden desert
2088,,,2024_forbidden desert,2024,Forbidden Desert,204,forbidden desert
2089,,,2025_forbidden desert,2025,Forbidden Desert,151,forbidden desert
2090,,,2026_forbidden desert,2026,Forbidden Desert,121,forbidden desert
2091,,,2008_lanterns the harvest festival,2008,Lanterns: The Harvest Festival,100,lanterns the harvest festival
2092,,,2018_lanterns the harvest festival,2018,Lanterns: The Harvest Festival,17,lanterns the harvest festival
2093,,,2022_lanterns the harvest festival,2022,Lanterns: The Harvest Festival,18,lanterns the harvest festival
2094,,,2007_dragonwood a game of dice daring,2007,Dragonwood :A Game of Dice & Daring,100,dragonwood a game of dice daring
2095,,,2010_dragonwood a game of dice daring,2010,Dragonwood :A Game of Dice & Daring,29,dragonwood a game of dice daring
2096,Mensa Select,General,2015_castles of mad king ludwig,2015,Castles of Mad King Ludwig,100,castles of mad king ludwig
2097,,,2019_castles of mad king ludwig,2019,Castles of Mad King Ludwig,98,castles of mad king ludwig
2098,,,2024_castles of mad king ludwig,2024,Castles of Mad King Ludwig,75,castles of mad king ludwig
2099,,,2026_castles of mad king ludwig,2026,Castles of Mad King Ludwig,8,castles of mad king ludwig
2100,,,2012_euphoria,2012,Euphoria,27,euphoria
2101,,,2013_euphoria,2013,Euphoria,24,euphoria
2102,Mensa Select,General,2014_euphoria,2014,Euphoria,253,euphoria
2103,,,2015_euphoria,2015,Euphoria,178,euphoria
2104,,,2016_euphoria,2016,Euphoria,160,euphoria
2105,,,2017_euphoria,2017,Euphoria,131,euphoria
2106,,,2018_euphoria,2018,Euphoria,153,euphoria
2107,,,2019_euphoria,2019,Euphoria,189,euphoria
2108,,,2020_euphoria,2020,Euphoria,220,euphoria
2109,,,2021_euphoria,2021,Euphoria,185,euphoria
2110,,,2022_euphoria,2022,Euphoria,401,euphoria
2111,,,2023_euphoria,2023,Euphoria,161,euphoria
2112,,,2024_euphoria,2024,Euphoria,164,euphoria
2113,,,2025_euphoria,2025,Euphoria,127,euphoria
2114,,,2026_euphoria,2026,Euphoria,136,euphoria
2115,,,2008_gravwell escape from the 9th dimension,2008,Gravwell: Escape from the 9th Dimension,100,gravwell escape from the 9th dimension
2116,,,2005_who knows who,2005,WHO KNOWS WHO,100,who knows who
2117,,,2014_who knows who,2014,WHO KNOWS WHO,11,who knows who
2118,,,2015_who knows who,2015,WHO KNOWS WHO,26,who knows who
2119,,,2016_who knows who,2016,WHO KNOWS WHO,8,who knows who
2120,,,2017_who knows who,2017,WHO KNOWS WHO,26,who knows who
2121,,,2018_who knows who,2018,WHO KNOWS WHO,20,who knows who
2122,,,2019_who knows who,2019,WHO KNOWS WHO,14,who knows who
2123,,,2020_who knows who,2020,WHO KNOWS WHO,33,who knows who
2124,Mensa Select,General,2021_who knows who,2021,WHO KNOWS WHO,21,who knows who
2125,,,2022_who knows who,2022,WHO KNOWS WHO,15,who knows who
2126,,,2023_who knows who,2023,WHO KNOWS WHO,39,who knows who
2127,,,2024_who knows who,2024,WHO KNOWS WHO,40,who knows who
2128,,,2025_who knows who,2025,WHO KNOWS WHO,16,who knows who
2129,,,2026_who knows who,2026,WHO KNOWS WHO,19,who knows who
2130,,,2013_architects of the west kingdom,2013,Architects of the West Kingdom,71,architects of the west kingdom
2131,,,2018_architects of the west kingdom,2018,Architects of the West Kingdom,100,architects of the west kingdom
2132,Mensa Select,General,2019_architects of the west kingdom,2019,Architects of the West Kingdom,353,architects of the west kingdom
2133,,,2020_architects of the west kingdom,2020,Architects of the West Kingdom,201,architects of the west kingdom
2134,,,2022_architects of the west kingdom,2022,Architects of the West Kingdom,131,architects of the west kingdom
2135,,,2024_architects of the west kingdom,2024,Architects of the West Kingdom,53,architects of the west kingdom
2136,,,2025_architects of the west kingdom,2025,Architects of the West Kingdom,48,architects of the west kingdom
2137,,,2026_architects of the west kingdom,2026,Architects of the West Kingdom,55,architects of the west kingdom
2138,,,2018_gizmos,2018,Gizmos,334,gizmos
2139,Mensa Select,General,2019_gizmos,2019,Gizmos,605,gizmos
2140,,,2020_gizmos,2020,Gizmos,380,gizmos
2141,,,2021_gizmos,2021,Gizmos,179,gizmos
2142,,,2022_gizmos,2022,Gizmos,372,gizmos
2143,,,2023_gizmos,2023,Gizmos,409,gizmos
2144,,,2024_gizmos,2024,Gizmos,327,gizmos
2145,,,2025_gizmos,2025,Gizmos,287,gizmos
2146,,,2026_gizmos,2026,Gizmos,120,gizmos
2147,,,2005_gunkimono,2005,Gunkimono,100,gunkimono
2148,,,2022_gunkimono,2022,Gunkimono,5,gunkimono
2149,,,2024_gunkimono,2024,Gunkimono,5,gunkimono
2150,,,2004_planet,2004,Planet,601,planet
2151,,,2005_planet,2005,Planet,486,planet
2152,,,2006_planet,2006,Planet,418,planet
2153,,,2007_planet,2007,Planet,417,planet
2154,,,2008_planet,2008,Planet,428,planet
2155,,,2009_planet,2009,Planet,391,planet
2156,,,2010_planet,2010,Planet,333,planet
2157,,,2011_planet,2011,Planet,399,planet
2158,,,2012_planet,2012,Planet,378,planet
2159,,,2013_planet,2013,Planet,339,planet
2160,,,2014_planet,2014,Planet,315,planet
2161,,,2015_planet,2015,Planet,266,planet
2162,,,2016_planet,2016,Planet,238,planet
2163,,,2017_planet,2017,Planet,239,planet
2164,,,2018_planet,2018,Planet,232,planet
2165,Mensa Select,General,2019_planet,2019,Planet,250,planet
2166,,,2020_planet,2020,Planet,258,planet
2167,,,2021_planet,2021,Planet,219,planet
2168,,,2022_planet,2022,Planet,254,planet
2169,,,2023_planet,2023,Planet,276,planet
2170,,,2024_planet,2024,Planet,304,planet
2171,,,2025_planet,2025,Planet,309,planet
2172,,,2026_planet,2026,Planet,138,planet
2173,,,2017_victorian masterminds,2017,Victorian Masterminds,100,victorian masterminds
2174,Mensa Select,General,2019_victorian masterminds,2019,Victorian Masterminds,97,victorian masterminds
2175,,,2021_victorian masterminds,2021,Victorian Masterminds,87,victorian masterminds
2176,,,2005_trekking the national parks,2005,Trekking the National Parks,100,trekking the national parks
2177,,,2006_trekking the national parks,2006,Trekking the National Parks,77,trekking the national parks
2178,,,2019_trekking the national parks,2019,Trekking the National Parks,8,trekking the national parks
2179,,,2020_trekking the national parks,2020,Trekking the National Parks,20,trekking the national parks
2180,,,2021_trekking the national parks,2021,Trekking the National Parks,12,trekking the national parks
2181,,,2022_trekking the national parks,2022,Trekking the National Parks,6,trekking the national parks
2182,,,2023_trekking the national parks,2023,Trekking the National Parks,13,trekking the national parks
2183,,,2024_trekking the national parks,2024,Trekking the National Parks,16,trekking the national parks
2184,,,2025_trekking the national parks,2025,Trekking the National Parks,6,trekking the national parks
2185,,,2026_trekking the national parks,2026,Trekking the National Parks,1,trekking the national parks
2186,,,2005_mental blocks,2005,Mental Blocks,100,mental blocks
2187,,,2011_mental blocks,2011,Mental Blocks,8,mental blocks
2188,,,2008_stripes,2008,Stripes,72,stripes
2189,,,2010_stripes,2010,Stripes,93,stripes
2190,,,2011_stripes,2011,Stripes,58,stripes
2191,,,2012_stripes,2012,Stripes,83,stripes
2192,,,2013_stripes,2013,Stripes,68,stripes
2193,,,2014_stripes,2014,Stripes,128,stripes
2194,,,2015_stripes,2015,Stripes,102,stripes
2195,,,2016_stripes,2016,Stripes,128,stripes
2196,,,2017_stripes,2017,Stripes,118,stripes
2197,,,2018_stripes,2018,Stripes,228,stripes
2198,,,2019_stripes,2019,Stripes,425,stripes
2199,,,2020_stripes,2020,Stripes,246,stripes
2200,Mensa Select,General,2021_stripes,2021,Stripes,205,stripes
2201,,,2022_stripes,2022,Stripes,191,stripes
2202,,,2023_stripes,2023,Stripes,215,stripes
2203,,,2024_stripes,2024,Stripes,288,stripes
2204,,,2025_stripes,2025,Stripes,318,stripes
2205,,,2026_stripes,2026,Stripes,156,stripes
2206,Mensa Select,General,2021_clipcut parks,2021,ClipCut Parks,100,clipcut parks
2207,,,2016_gates of delirium,2016,Gates of Delirium,100,gates of delirium
2208,,,2004_gridopolis,2004,Gridopolis,191,gridopolis
2209,,,2007_gridopolis,2007,Gridopolis,29,gridopolis
2210,,,2013_miyabi,2013,Miyabi,88,miyabi
2211,,,2014_miyabi,2014,Miyabi,83,miyabi
2212,,,2019_miyabi,2019,Miyabi,69,miyabi
2213,Mensa Select,General,2022_miyabi,2022,Miyabi,35,miyabi
2214,,,2024_miyabi,2024,Miyabi,59,miyabi
2215,,,2025_miyabi,2025,Miyabi,172,miyabi
2216,,,2026_miyabi,2026,Miyabi,71,miyabi
2217,Mensa Select,General,2022_shifting stones,2022,Shifting Stones,146,shifting stones
2218,,,2023_shifting stones,2023,Shifting Stones,80,shifting stones
2219,,,2024_shifting stones,2024,Shifting Stones,196,shifting stones
2220,,,2025_shifting stones,2025,Shifting Stones,92,shifting stones
2221,,,2026_shifting stones,2026,Shifting Stones,10,shifting stones
2222,Mensa Select,General,2021_bermuda pirates,2021,Bermuda Pirates,100,bermuda pirates
2223,,,2026_bermuda pirates,2026,Bermuda Pirates,4,bermuda pirates
2224,,,2008_yokohama,2008,Yokohama,100,yokohama
2225,,,2010_yokohama,2010,Yokohama,40,yokohama
2226,,,2014_yokohama,2014,Yokohama,22,yokohama
2227,,,2015_yokohama,2015,Yokohama,24,yokohama
2228,,,2016_yokohama,2016,Yokohama,40,yokohama
2229,Le Diamant d'Or,diamant de bronze,2017_yokohama,2017,Yokohama,351,yokohama
2230,,,2018_yokohama,2018,Yokohama,232,yokohama
2231,,,2019_yokohama,2019,Yokohama,234,yokohama
2232,,,2020_yokohama,2020,Yokohama,187,yokohama
2233,,,2021_yokohama,2021,Yokohama,169,yokohama
2234,,,2022_yokohama,2022,Yokohama,146,yokohama
2235,,,2023_yokohama,2023,Yokohama,177,yokohama
2236,,,2024_yokohama,2024,Yokohama,367,yokohama
2237,,,2025_yokohama,2025,Yokohama,355,yokohama
2238,,,2026_yokohama,2026,Yokohama,128,yokohama
2239,,,2004_trekking through history,2004,Trekking Through History,100,trekking through history
2240,,,2022_trekking through history,2022,Trekking Through History,12,trekking through history
2241,Mensa Select,General,2023_trekking through history,2023,Trekking Through History,13,trekking through history
2242,,,2024_trekking through history,2024,Trekking Through History,11,trekking through history
2243,,,2007_mille fiori,2007,Mille Fiori,100,mille fiori
2244,,,2022_mille fiori,2022,Mille Fiori,109,mille fiori
2245,Mensa Select,General,2023_mille fiori,2023,Mille Fiori,213,mille fiori
2246,,,2024_mille fiori,2024,Mille Fiori,98,mille fiori
2247,,,2026_mille fiori,2026,Mille Fiori,15,mille fiori
2248,,,2016_gartenbau,2016,Gartenbau,100,gartenbau
2249,,,2019_gartenbau,2019,Gartenbau,79,gartenbau
2250,,,2022_gartenbau,2022,Gartenbau,51,gartenbau
2251,Mensa Select,General,2023_gartenbau,2023,Gartenbau,125,gartenbau
2252,,,2025_gartenbau,2025,Gartenbau,83,gartenbau
2253,,,2026_gartenbau,2026,Gartenbau,9,gartenbau
2254,Mensa Select,General,2022_atheneum mystic library,2022,Atheneum: Mystic Library,100,atheneum mystic library
2255,,,2005_genotype a mendelian genetics game,2005,Genotype: A Mendelian Genetics Game,100,genotype a mendelian genetics game
2256,,,2010_pipeline,2010,Pipeline,38,pipeline
2257,,,2011_pipeline,2011,Pipeline,34,pipeline
2258,,,2013_pipeline,2013,Pipeline,61,pipeline
2259,,,2014_pipeline,2014,Pipeline,73,pipeline
2260,,,2015_pipeline,2015,Pipeline,97,pipeline
2261,,,2016_pipeline,2016,Pipeline,109,pipeline
2262,,,2017_pipeline,2017,Pipeline,110,pipeline
2263,,,2018_pipeline,2018,Pipeline,71,pipeline
2264,,,2019_pipeline,2019,Pipeline,365,pipeline
2265,,,2020_pipeline,2020,Pipeline,349,pipeline
2266,,,2021_pipeline,2021,Pipeline,285,pipeline
2267,,,2022_pipeline,2022,Pipeline,300,pipeline
2268,,,2023_pipeline,2023,Pipeline,271,pipeline
2269,,,2024_pipeline,2024,Pipeline,259,pipeline
2270,,,2025_pipeline,2025,Pipeline,366,pipeline
2271,,,2026_pipeline,2026,Pipeline,281,pipeline
2272,,,2005_trumpet,2005,Trumpet,100,trumpet
2273,,,2010_trumpet,2010,Trumpet,16,trumpet
2274,,,2011_trumpet,2011,Trumpet,23,trumpet
2275,,,2012_trumpet,2012,Trumpet,67,trumpet
2276,,,2013_trumpet,2013,Trumpet,57,trumpet
2277,,,2014_trumpet,2014,Trumpet,22,trumpet
2278,,,2015_trumpet,2015,Trumpet,52,trumpet
2279,,,2016_trumpet,2016,Trumpet,32,trumpet
2280,,,2017_trumpet,2017,Trumpet,39,trumpet
2281,,,2018_trumpet,2018,Trumpet,36,trumpet
2282,,,2019_trumpet,2019,Trumpet,42,trumpet
2283,,,2020_trumpet,2020,Trumpet,65,trumpet
2284,,,2021_trumpet,2021,Trumpet,35,trumpet
2285,,,2022_trumpet,2022,Trumpet,53,trumpet
2286,,,2023_trumpet,2023,Trumpet,51,trumpet
2287,,,2024_trumpet,2024,Trumpet,46,trumpet
2288,,,2025_trumpet,2025,Trumpet,87,trumpet
2289,,,2026_trumpet,2026,Trumpet,36,trumpet
2290,,,2004_cat in the box deluxe edition,2004,Cat in the Box: Deluxe Edition,100,cat in the box deluxe edition
2291,,,2020_cat in the box deluxe edition,2020,Cat in the Box: Deluxe Edition,2,cat in the box deluxe edition
2292,,,2013_heat pedal to the metal,2013,Heat: Pedal to the Metal,33,heat pedal to the metal
2293,Golden Geek Award (2020 onwards),medium,2022_heat pedal to the metal,2022,Heat: Pedal to the Metal,151,heat pedal to the metal
2294,,,2023_heat pedal to the metal,2023,Heat: Pedal to the Metal,704,heat pedal to the metal
2295,,,2024_heat pedal to the metal,2024,Heat: Pedal to the Metal,422,heat pedal to the metal
2296,,,2025_heat pedal to the metal,2025,Heat: Pedal to the Metal,369,heat pedal to the metal
2297,,,2026_heat pedal to the metal,2026,Heat: Pedal to the Metal,129,heat pedal to the metal
2298,,,2009_the crew mission deep sea,2009,The Crew: Mission Deep Sea,100,the crew mission deep sea
2299,,,2022_the crew mission deep sea,2022,The Crew: Mission Deep Sea,17,the crew mission deep sea
2300,,,2025_the crew mission deep sea,2025,The Crew: Mission Deep Sea,23,the crew mission deep sea
2301,,,2026_the crew mission deep sea,2026,The Crew: Mission Deep Sea,4,the crew mission deep sea
2302,,,2013_gloomhaven,2013,Gloomhaven,3,gloomhaven
2303,,,2015_gloomhaven,2015,Gloomhaven,9,gloomhaven
2304,,,2016_gloomhaven,2016,Gloomhaven,20,gloomhaven
2305,Golden Geek Award (Till 2019),General,2017_gloomhaven,2017,Gloomhaven,483,gloomhaven
2306,,,2018_gloomhaven,2018,Gloomhaven,795,gloomhaven
2307,,,2019_gloomhaven,2019,Gloomhaven,699,gloomhaven
2308,,,2020_gloomhaven,2020,Gloomhaven,806,gloomhaven
2309,,,2021_gloomhaven,2021,Gloomhaven,567,gloomhaven
2310,,,2022_gloomhaven,2022,Gloomhaven,651,gloomhaven
2311,,,2023_gloomhaven,2023,Gloomhaven,584,gloomhaven
2312,,,2024_gloomhaven,2024,Gloomhaven,527,gloomhaven
2313,,,2025_gloomhaven,2025,Gloomhaven,420,gloomhaven
2314,,,2026_gloomhaven,2026,Gloomhaven,169,gloomhaven
2315,,,2011_scythe,2011,Scythe,22,scythe
2316,,,2012_scythe,2012,Scythe,49,scythe
2317,,,2013_scythe,2013,Scythe,34,scythe
2318,,,2014_scythe,2014,Scythe,26,scythe
2319,,,2015_scythe,2015,Scythe,65,scythe
2320,Golden Geek Award (Till 2019),General,2016_scythe,2016,Scythe,402,scythe
2321,,,2017_scythe,2017,Scythe,638,scythe
2322,,,2018_scythe,2018,Scythe,583,scythe
2323,,,2019_scythe,2019,Scythe,518,scythe
2324,,,2020_scythe,2020,Scythe,520,scythe
2325,,,2021_scythe,2021,Scythe,378,scythe
2326,,,2022_scythe,2022,Scythe,396,scythe
2327,,,2023_scythe,2023,Scythe,396,scythe
2328,,,2024_scythe,2024,Scythe,415,scythe
2329,,,2025_scythe,2025,Scythe,355,scythe
2330,,,2026_scythe,2026,Scythe,146,scythe
2331,,,2017_pandemic legacy season 1,2017,Pandemic Legacy: Season 1,209,pandemic legacy season 1
2332,,,2018_pandemic legacy season 1,2018,Pandemic Legacy: Season 1,153,pandemic legacy season 1
2333,,,2019_pandemic legacy season 1,2019,Pandemic Legacy: Season 1,204,pandemic legacy season 1
2334,,,2020_pandemic legacy season 1,2020,Pandemic Legacy: Season 1,616,pandemic legacy season 1
2335,,,2021_pandemic legacy season 1,2021,Pandemic Legacy: Season 1,129,pandemic legacy season 1
2336,,,2022_pandemic legacy season 1,2022,Pandemic Legacy: Season 1,238,pandemic legacy season 1
2337,,,2023_pandemic legacy season 1,2023,Pandemic Legacy: Season 1,242,pandemic legacy season 1
2338,,,2024_pandemic legacy season 1,2024,Pandemic Legacy: Season 1,238,pandemic legacy season 1
2339,,,2025_pandemic legacy season 1,2025,Pandemic Legacy: Season 1,263,pandemic legacy season 1
2340,,,2026_pandemic legacy season 1,2026,Pandemic Legacy: Season 1,83,pandemic legacy season 1
2341,,,2009_splendor,2009,Splendor,9,splendor
2342,,,2012_splendor,2012,Splendor,6,splendor
2343,Golden Geek Award (Till 2019),General,2014_splendor,2014,Splendor,163,splendor
2344,,,2015_splendor,2015,Splendor,354,splendor
2345,,,2016_splendor,2016,Splendor,309,splendor
2346,,,2017_splendor,2017,Splendor,387,splendor
2347,,,2018_splendor,2018,Splendor,386,splendor
2348,,,2019_splendor,2019,Splendor,379,splendor
2349,,,2020_splendor,2020,Splendor,453,splendor
2350,,,2021_splendor,2021,Splendor,402,splendor
2351,,,2022_splendor,2022,Splendor,463,splendor
2352,,,2023_splendor,2023,Splendor,500,splendor
2353,,,2024_splendor,2024,Splendor,634,splendor
2354,,,2025_splendor,2025,Splendor,631,splendor
2355,,,2026_splendor,2026,Splendor,250,splendor
2356,,,2005_eclipse,2005,Eclipse,32,eclipse
2357,,,2006_eclipse,2006,Eclipse,23,eclipse
2358,,,2007_eclipse,2007,Eclipse,64,eclipse
2359,,,2008_eclipse,2008,Eclipse,132,eclipse
2360,,,2009_eclipse,2009,Eclipse,149,eclipse
2361,,,2010_eclipse,2010,Eclipse,309,eclipse
2362,,,2011_eclipse,2011,Eclipse,244,eclipse
2363,Golden Geek Award (Till 2019),General,2012_eclipse,2012,Eclipse,564,eclipse
2364,,,2013_eclipse,2013,Eclipse,559,eclipse
2365,,,2014_eclipse,2014,Eclipse,422,eclipse
2366,,,2015_eclipse,2015,Eclipse,385,eclipse
2367,,,2016_eclipse,2016,Eclipse,275,eclipse
2368,,,2017_eclipse,2017,Eclipse,356,eclipse
2369,,,2018_eclipse,2018,Eclipse,235,eclipse
2370,,,2019_eclipse,2019,Eclipse,196,eclipse
2371,,,2020_eclipse,2020,Eclipse,221,eclipse
2372,,,2021_eclipse,2021,Eclipse,226,eclipse
2373,,,2022_eclipse,2022,Eclipse,235,eclipse
2374,,,2023_eclipse,2023,Eclipse,245,eclipse
2375,,,2024_eclipse,2024,Eclipse,344,eclipse
2376,,,2025_eclipse,2025,Eclipse,297,eclipse
2377,,,2026_eclipse,2026,Eclipse,119,eclipse
2378,,,2010_dominant species,2010,Dominant Species,64,dominant species
2379,Golden Geek Award (Till 2019),General,2011_dominant species,2011,Dominant Species,514,dominant species
2380,,,2012_dominant species,2012,Dominant Species,488,dominant species
2381,,,2013_dominant species,2013,Dominant Species,419,dominant species
2382,,,2014_dominant species,2014,Dominant Species,472,dominant species
2383,,,2015_dominant species,2015,Dominant Species,520,dominant species
2384,,,2016_dominant species,2016,Dominant Species,168,dominant species
2385,,,2017_dominant species,2017,Dominant Species,370,dominant species
2386,,,2018_dominant species,2018,Dominant Species,342,dominant species
2387,,,2019_dominant species,2019,Dominant Species,230,dominant species
2388,,,2020_dominant species,2020,Dominant Species,295,dominant species
2389,,,2021_dominant species,2021,Dominant Species,305,dominant species
2390,,,2022_dominant species,2022,Dominant Species,286,dominant species
2391,,,2023_dominant species,2023,Dominant Species,282,dominant species
2392,,,2024_dominant species,2024,Dominant Species,258,dominant species
2393,,,2025_dominant species,2025,Dominant Species,140,dominant species
2394,,,2026_dominant species,2026,Dominant Species,70,dominant species
2395,,,2015_hansa teutonica,2015,Hansa Teutonica,43,hansa teutonica
2396,,,2016_hansa teutonica,2016,Hansa Teutonica,38,hansa teutonica
