,award,category,key,award_year,game_name,trend_value,clean_name
0,,,2004_the shores of tripoli,2004,The Shores of Tripoli,100,the shores of tripoli
1,,,2009_shbu,2009,SHŌBU,100,shbu
2,,,2010_shbu,2010,SHŌBU,69,shbu
3,,,2015_shbu,2015,SHŌBU,34,shbu
4,,,2013_inklings,2013,Inklings,79,inklings
5,,,2014_inklings,2014,Inklings,100,inklings
6,,,2007_village pillage,2007,Village Pillage,100,village pillage
7,,,2010_village pillage,2010,Village Pillage,43,village pillage
8,,,2012_village pillage,2012,Village Pillage,33,village pillage
9,,,2025_letter tycoon,2025,Letter Tycoon,100,letter tycoon
10,,,2015_ratatat cat,2015,Rat-a-Tat Cat,100,ratatat cat
11,,,2019_word spin scramble,2019,Word Spin Scramble,79,word spin scramble
12,,,2024_word spin scramble,2024,Word Spin Scramble,100,word spin scramble
13,,,2025_word spin scramble,2025,Word Spin Scramble,64,word spin scramble
14,,,2013_pyraos aka pylos,2013,Pyraos (aka Pylos),100,pyraos aka pylos
15,,,2019_why not,2019,Why Not?,100,why not
16,,,2007_top secret spies,2007,Top Secret Spies,100,top secret spies
17,,,2019_top secret spies,2019,Top Secret Spies,13,top secret spies
18,,,2005_railway rivals,2005,Railway Rivals,100,railway rivals
19,,,2011_railway rivals,2011,Railway Rivals,15,railway rivals
20,,,2020_railway rivals,2020,Railway Rivals,4,railway rivals
21,,,2011_isle of skye from chieftain to king,2011,Isle of Skye: From Chieftain to King,100,isle of skye from chieftain to king
22,,,2011_geister geister schatzsuchmeister,2011,"Geister, Geister, Schatzsuchmeister!",100,geister geister schatzsuchmeister
23,,,2004_diego drachenzahn,2004,Diego Drachenzahn,100,diego drachenzahn
24,,,2021_diego drachenzahn,2021,Diego Drachenzahn,4,diego drachenzahn
25,,,2007_wer wars,2007,Wer war's?,100,wer wars
26,,,2014_arbos,2014,Arbos,100,arbos
27,,,2017_ringelrangel,2017,Ringel-Rangel,100,ringelrangel
28,,,2024_praga caput regni,2024,Praga Caput Regni,100,praga caput regni
29,,,2007_newton,2007,Newton,221,newton
30,,,2008_newton,2008,Newton,566,newton
31,,,2009_newton,2009,Newton,324,newton
32,,,2010_newton,2010,Newton,360,newton
33,,,2011_newton,2011,Newton,547,newton
34,,,2012_newton,2012,Newton,471,newton
35,,,2013_newton,2013,Newton,417,newton
36,,,2014_newton,2014,Newton,420,newton
37,,,2015_newton,2015,Newton,413,newton
38,,,2016_newton,2016,Newton,495,newton
39,,,2017_newton,2017,Newton,435,newton
40,,,2018_newton,2018,Newton,533,newton
41,Le Diamant d'Or,diamant d'argent,2019_newton,2019,Newton,551,newton
42,,,2020_newton,2020,Newton,528,newton
43,,,2021_newton,2021,Newton,445,newton
44,,,2022_newton,2022,Newton,521,newton
45,,,2023_newton,2023,Newton,477,newton
46,,,2024_newton,2024,Newton,495,newton
47,,,2025_newton,2025,Newton,453,newton
48,,,2026_newton,2026,Newton,220,newton
49,,,2012_bonfire,2012,Bonfire,52,bonfire
50,,,2013_bonfire,2013,Bonfire,33,bonfire
51,,,2014_bonfire,2014,Bonfire,21,bonfire
52,,,2016_bonfire,2016,Bonfire,21,bonfire
53,,,2017_bonfire,2017,Bonfire,62,bonfire
54,,,2018_bonfire,2018,Bonfire,76,bonfire
55,,,2019_bonfire,2019,Bonfire,56,bonfire
56,,,2020_bonfire,2020,Bonfire,383,bonfire
57,Le Diamant d'Or,diamant de bronze,2021_bonfire,2021,Bonfire,568,bonfire
58,,,2022_bonfire,2022,Bonfire,479,bonfire
59,,,2023_bonfire,2023,Bonfire,402,bonfire
60,,,2024_bonfire,2024,Bonfire,327,bonfire
61,,,2025_bonfire,2025,Bonfire,243,bonfire
62,,,2026_bonfire,2026,Bonfire,132,bonfire
63,,,2012_prehistory,2012,Prehistory,100,prehistory
64,,,2018_prehistory,2018,Prehistory,97,prehistory
65,Le Diamant d'Or,diamant de bronze,2019_prehistory,2019,Prehistory,62,prehistory
66,,,2017_spirit island,2017,Spirit Island,101,spirit island
67,Le Diamant d'Or,diamant de bronze,2018_spirit island,2018,Spirit Island,401,spirit island
68,,,2019_spirit island,2019,Spirit Island,443,spirit island
69,,,2020_spirit island,2020,Spirit Island,504,spirit island
70,,,2021_spirit island,2021,Spirit Island,459,spirit island
71,,,2022_spirit island,2022,Spirit Island,615,spirit island
72,,,2023_spirit island,2023,Spirit Island,615,spirit island
73,,,2024_spirit island,2024,Spirit Island,742,spirit island
74,,,2025_spirit island,2025,Spirit Island,715,spirit island
75,,,2026_spirit island,2026,Spirit Island,267,spirit island
76,,,2021_life of a chameleon,2021,Life of a Chameleon,100,life of a chameleon
77,,,2007_ishtar gardens of babylon,2007,Ishtar: Gardens of Babylon,100,ishtar gardens of babylon
78,,,2014_ishtar gardens of babylon,2014,Ishtar: Gardens of Babylon,18,ishtar gardens of babylon
79,,,2010_kodama 3d,2010,Kodama 3D,100,kodama 3d
80,,,2004_pyramix,2004,Pyramix,100,pyramix
81,,,2019_ghooost,2019,Ghooost!,100,ghooost
82,,,2022_ghooost,2022,Ghooost!,91,ghooost
83,,,2026_dizios,2026,Dizios,100,dizios
84,,,2005_tictacku,2005,Tic-Tac-Ku,100,tictacku
85,,,2022_tictacku,2022,Tic-Tac-Ku,3,tictacku
86,,,2004_hive,2004,Hive,34,hive
87,,,2005_hive,2005,Hive,127,hive
88,Mensa Select,General,2006_hive,2006,Hive,179,hive
89,,,2007_hive,2007,Hive,234,hive
90,,,2008_hive,2008,Hive,250,hive
91,,,2009_hive,2009,Hive,279,hive
92,,,2010_hive,2010,Hive,296,hive
93,,,2011_hive,2011,Hive,248,hive
94,,,2012_hive,2012,Hive,250,hive
95,,,2013_hive,2013,Hive,223,hive
96,,,2014_hive,2014,Hive,242,hive
97,,,2015_hive,2015,Hive,205,hive
98,,,2016_hive,2016,Hive,211,hive
99,,,2017_hive,2017,Hive,249,hive
100,,,2018_hive,2018,Hive,260,hive
101,,,2019_hive,2019,Hive,258,hive
102,,,2020_hive,2020,Hive,294,hive
103,,,2021_hive,2021,Hive,281,hive
104,,,2022_hive,2022,Hive,357,hive
105,,,2023_hive,2023,Hive,449,hive
106,,,2024_hive,2024,Hive,610,hive
107,,,2025_hive,2025,Hive,680,hive
108,,,2026_hive,2026,Hive,275,hive
109,Mensa Select,General,2006_keesdrow,2006,Keesdrow,100,keesdrow
110,,,2005_pentago,2005,Pentago,47,pentago
111,Mensa Select,General,2006_pentago,2006,Pentago,312,pentago
112,,,2007_pentago,2007,Pentago,360,pentago
113,,,2008_pentago,2008,Pentago,318,pentago
114,,,2009_pentago,2009,Pentago,259,pentago
115,,,2010_pentago,2010,Pentago,230,pentago
116,,,2011_pentago,2011,Pentago,233,pentago
117,,,2012_pentago,2012,Pentago,161,pentago
118,,,2013_pentago,2013,Pentago,140,pentago
119,,,2014_pentago,2014,Pentago,129,pentago
120,,,2015_pentago,2015,Pentago,123,pentago
121,,,2016_pentago,2016,Pentago,125,pentago
122,,,2017_pentago,2017,Pentago,127,pentago
123,,,2018_pentago,2018,Pentago,132,pentago
124,,,2019_pentago,2019,Pentago,177,pentago
125,,,2020_pentago,2020,Pentago,155,pentago
126,,,2021_pentago,2021,Pentago,107,pentago
127,,,2022_pentago,2022,Pentago,202,pentago
128,,,2023_pentago,2023,Pentago,184,pentago
129,,,2024_pentago,2024,Pentago,188,pentago
130,,,2025_pentago,2025,Pentago,183,pentago
131,,,2026_pentago,2026,Pentago,87,pentago
132,,,2016_davincis challenge,2016,DaVinci's Challenge,100,davincis challenge
133,,,2021_davincis challenge,2021,DaVinci's Challenge,54,davincis challenge
134,,,2024_octiles,2024,Octiles,100,octiles
135,,,2015_the poll game,2015,The Poll Game,100,the poll game
136,,,2019_garden dicethe card expansion,2019,Garden Dice/The Card Expansion,100,garden dicethe card expansion
137,,,2011_trajan,2011,Trajan,52,trajan
138,,,2012_trajan,2012,Trajan,248,trajan
139,Games magazine,General,2013_trajan,2013,Trajan,405,trajan
140,,,2014_trajan,2014,Trajan,484,trajan
141,,,2015_trajan,2015,Trajan,379,trajan
142,,,2016_trajan,2016,Trajan,297,trajan
143,,,2017_trajan,2017,Trajan,449,trajan
144,,,2018_trajan,2018,Trajan,302,trajan
145,,,2019_trajan,2019,Trajan,348,trajan
146,,,2020_trajan,2020,Trajan,311,trajan
147,,,2021_trajan,2021,Trajan,201,trajan
148,,,2022_trajan,2022,Trajan,312,trajan
149,,,2023_trajan,2023,Trajan,242,trajan
150,,,2024_trajan,2024,Trajan,243,trajan
151,,,2025_trajan,2025,Trajan,297,trajan
152,,,2026_trajan,2026,Trajan,91,trajan
153,,,2015_jump gate,2015,Jump Gate,100,jump gate
154,,,2017_jump gate,2017,Jump Gate,81,jump gate
155,,,2024_jump gate,2024,Jump Gate,76,jump gate
156,,,2025_aladdins dragons,2025,Aladdin's Dragons,100,aladdins dragons
157,,,2014_my haunted castle,2014,My Haunted Castle,100,my haunted castle
158,,,2005_gute freunde,2005,Gute Freunde,100,gute freunde
159,,,2017_gute freunde,2017,Gute Freunde,6,gute freunde
160,,,2008_galloping pigs,2008,Galloping Pigs,100,galloping pigs
161,,,2019_kayanak,2019,Kayanak,62,kayanak
162,,,2020_kayanak,2020,Kayanak,173,kayanak
163,,,2021_kayanak,2021,Kayanak,75,kayanak
164,,,2023_kayanak,2023,Kayanak,51,kayanak
165,,,2024_kayanak,2024,Kayanak,64,kayanak
166,,,2026_kayanak,2026,Kayanak,9,kayanak
167,,,2011_chicken cha cha cha,2011,Chicken Cha Cha Cha,100,chicken cha cha cha
168,,,2006_leinen los,2006,Leinen los!,100,leinen los
169,,,2019_leinen los,2019,Leinen los!,7,leinen los
170,,,2005_vier zu mir,2005,Vier zu mir!,100,vier zu mir
171,,,2026_vier zu mir,2026,Vier zu mir!,4,vier zu mir
172,,,2014_karambolage,2014,Karambolage,100,karambolage
173,,,2022_karambolage,2022,Karambolage,53,karambolage
174,,,2020_loopin louie,2020,Loopin' Louie,81,loopin louie
175,,,2021_loopin louie,2021,Loopin' Louie,100,loopin louie
176,,,2023_loopin louie,2023,Loopin' Louie,78,loopin louie
177,,,2026_loopin louie,2026,Loopin' Louie,7,loopin louie
178,Spiel des Jahre,Kinderspiel des Jahres,2007_beppo der bock,2007,Beppo der Bock,404,beppo der bock
179,,,2008_beppo der bock,2008,Beppo der Bock,46,beppo der bock
180,,,2015_beppo der bock,2015,Beppo der Bock,10,beppo der bock
181,,,2019_beppo der bock,2019,Beppo der Bock,18,beppo der bock
182,,,2022_beppo der bock,2022,Beppo der Bock,6,beppo der bock
183,Spiel des Jahre,Kinderspiel des Jahres,2006_der schwarze pirat,2006,Der schwarze Pirat,100,der schwarze pirat
184,,,2017_der schwarze pirat,2017,Der schwarze Pirat,8,der schwarze pirat
185,,,2019_der schwarze pirat,2019,Der schwarze Pirat,7,der schwarze pirat
186,Spiel des Jahre,Kinderspiel des Jahres,2005_das kleine gespenst,2005,Das Kleine Gespenst,172,das kleine gespenst
187,,,2012_das kleine gespenst,2012,Das Kleine Gespenst,6,das kleine gespenst
188,,,2013_das kleine gespenst,2013,Das Kleine Gespenst,12,das kleine gespenst
189,,,2014_das kleine gespenst,2014,Das Kleine Gespenst,9,das kleine gespenst
190,,,2016_das kleine gespenst,2016,Das Kleine Gespenst,4,das kleine gespenst
191,,,2017_das kleine gespenst,2017,Das Kleine Gespenst,18,das kleine gespenst
192,,,2018_das kleine gespenst,2018,Das Kleine Gespenst,6,das kleine gespenst
193,,,2019_das kleine gespenst,2019,Das Kleine Gespenst,9,das kleine gespenst
194,,,2020_das kleine gespenst,2020,Das Kleine Gespenst,9,das kleine gespenst
195,,,2021_das kleine gespenst,2021,Das Kleine Gespenst,3,das kleine gespenst
196,,,2022_das kleine gespenst,2022,Das Kleine Gespenst,5,das kleine gespenst
197,,,2023_das kleine gespenst,2023,Das Kleine Gespenst,11,das kleine gespenst
198,,,2024_das kleine gespenst,2024,Das Kleine Gespenst,3,das kleine gespenst
199,,,2025_das kleine gespenst,2025,Das Kleine Gespenst,3,das kleine gespenst
200,,,2026_das kleine gespenst,2026,Das Kleine Gespenst,3,das kleine gespenst
201,Spiel des Jahre,Kinderspiel des Jahres,2004_spooky stairs,2004,Spooky Stairs,100,spooky stairs
202,,,2007_spooky stairs,2007,Spooky Stairs,34,spooky stairs
203,,,2007_viva topo,2007,Viva Topo!,100,viva topo
204,,,2013_viva topo,2013,Viva Topo!,40,viva topo
205,,,2014_viva topo,2014,Viva Topo!,37,viva topo
206,,,2015_viva topo,2015,Viva Topo!,50,viva topo
207,,,2016_viva topo,2016,Viva Topo!,20,viva topo
208,,,2017_viva topo,2017,Viva Topo!,67,viva topo
209,,,2018_viva topo,2018,Viva Topo!,22,viva topo
210,,,2019_viva topo,2019,Viva Topo!,11,viva topo
211,,,2020_viva topo,2020,Viva Topo!,26,viva topo
212,,,2021_viva topo,2021,Viva Topo!,10,viva topo
213,,,2025_viva topo,2025,Viva Topo!,12,viva topo
214,,,2026_viva topo,2026,Viva Topo!,2,viva topo
215,,,2005_maskenball der kfer,2005,Maskenball der Käfer,100,maskenball der kfer
216,,,2009_maskenball der kfer,2009,Maskenball der Käfer,18,maskenball der kfer
217,,,2013_maskenball der kfer,2013,Maskenball der Käfer,6,maskenball der kfer
218,,,2017_maskenball der kfer,2017,Maskenball der Käfer,5,maskenball der kfer
219,,,2018_maskenball der kfer,2018,Maskenball der Käfer,4,maskenball der kfer
220,,,2022_maskenball der kfer,2022,Maskenball der Käfer,3,maskenball der kfer
221,,,2011_klondike,2011,Klondike,128,klondike
222,,,2012_klondike,2012,Klondike,20,klondike
223,,,2013_klondike,2013,Klondike,194,klondike
224,,,2014_klondike,2014,Klondike,289,klondike
225,,,2015_klondike,2015,Klondike,354,klondike
226,,,2016_klondike,2016,Klondike,425,klondike
227,,,2017_klondike,2017,Klondike,490,klondike
228,,,2018_klondike,2018,Klondike,658,klondike
229,,,2019_klondike,2019,Klondike,675,klondike
230,,,2020_klondike,2020,Klondike,669,klondike
231,,,2021_klondike,2021,Klondike,745,klondike
232,,,2022_klondike,2022,Klondike,819,klondike
233,,,2023_klondike,2023,Klondike,668,klondike
234,,,2024_klondike,2024,Klondike,589,klondike
235,,,2025_klondike,2025,Klondike,481,klondike
236,,,2026_klondike,2026,Klondike,233,klondike
237,Spiel des Jahre,Kinderspiel des Jahres,2009_das magische labyrinth,2009,Das magische Labyrinth,283,das magische labyrinth
238,,,2010_das magische labyrinth,2010,Das magische Labyrinth,105,das magische labyrinth
239,,,2014_das magische labyrinth,2014,Das magische Labyrinth,14,das magische labyrinth
240,,,2015_das magische labyrinth,2015,Das magische Labyrinth,25,das magische labyrinth
241,,,2016_das magische labyrinth,2016,Das magische Labyrinth,11,das magische labyrinth
242,,,2018_das magische labyrinth,2018,Das magische Labyrinth,11,das magische labyrinth
243,,,2019_das magische labyrinth,2019,Das magische Labyrinth,10,das magische labyrinth
244,,,2020_das magische labyrinth,2020,Das magische Labyrinth,13,das magische labyrinth
245,,,2021_das magische labyrinth,2021,Das magische Labyrinth,8,das magische labyrinth
246,,,2023_das magische labyrinth,2023,Das magische Labyrinth,6,das magische labyrinth
247,Spiel des Jahre,Kinderspiel des Jahres,2013_der verzauberte turm,2013,Der verzauberte Turm,184,der verzauberte turm
248,,,2015_der verzauberte turm,2015,Der verzauberte Turm,88,der verzauberte turm
249,,,2016_der verzauberte turm,2016,Der verzauberte Turm,55,der verzauberte turm
250,,,2023_der verzauberte turm,2023,Der verzauberte Turm,36,der verzauberte turm
251,Spiel des Jahre,Kinderspiel des Jahres,2012_schnappt hubi,2012,Schnappt Hubi!,228,schnappt hubi
252,,,2013_schnappt hubi,2013,Schnappt Hubi!,156,schnappt hubi
253,,,2014_schnappt hubi,2014,Schnappt Hubi!,127,schnappt hubi
254,,,2015_schnappt hubi,2015,Schnappt Hubi!,150,schnappt hubi
255,,,2016_schnappt hubi,2016,Schnappt Hubi!,96,schnappt hubi
256,,,2017_schnappt hubi,2017,Schnappt Hubi!,152,schnappt hubi
257,,,2018_schnappt hubi,2018,Schnappt Hubi!,131,schnappt hubi
258,,,2019_schnappt hubi,2019,Schnappt Hubi!,63,schnappt hubi
259,,,2020_schnappt hubi,2020,Schnappt Hubi!,175,schnappt hubi
260,,,2021_schnappt hubi,2021,Schnappt Hubi!,135,schnappt hubi
261,,,2022_schnappt hubi,2022,Schnappt Hubi!,134,schnappt hubi
262,,,2023_schnappt hubi,2023,Schnappt Hubi!,95,schnappt hubi
263,,,2024_schnappt hubi,2024,Schnappt Hubi!,74,schnappt hubi
264,,,2025_schnappt hubi,2025,Schnappt Hubi!,102,schnappt hubi
265,,,2026_schnappt hubi,2026,Schnappt Hubi!,52,schnappt hubi
266,,,2008_da ist der wurm drin,2008,Da ist der Wurm drin,100,da ist der wurm drin
267,,,2006_funkelschatz,2006,Funkelschatz,100,funkelschatz
268,,,2012_funkelschatz,2012,Funkelschatz,14,funkelschatz
269,,,2017_funkelschatz,2017,Funkelschatz,9,funkelschatz
270,Spiel des Jahre,Kinderspiel des Jahres,2018_funkelschatz,2018,Funkelschatz,109,funkelschatz
271,,,2019_funkelschatz,2019,Funkelschatz,46,funkelschatz
272,,,2020_funkelschatz,2020,Funkelschatz,19,funkelschatz
273,,,2021_funkelschatz,2021,Funkelschatz,25,funkelschatz
274,,,2022_funkelschatz,2022,Funkelschatz,14,funkelschatz
275,,,2023_funkelschatz,2023,Funkelschatz,6,funkelschatz
276,,,2025_funkelschatz,2025,Funkelschatz,14,funkelschatz
277,,,2026_funkelschatz,2026,Funkelschatz,1,funkelschatz
278,,,2009_ice cool,2009,Ice Cool,39,ice cool
279,,,2016_ice cool,2016,Ice Cool,70,ice cool
280,Spiel des Jahre,Kinderspiel des Jahres,2017_ice cool,2017,Ice Cool,369,ice cool
281,,,2018_ice cool,2018,Ice Cool,288,ice cool
282,,,2019_ice cool,2019,Ice Cool,262,ice cool
283,,,2020_ice cool,2020,Ice Cool,198,ice cool
284,,,2021_ice cool,2021,Ice Cool,144,ice cool
285,,,2022_ice cool,2022,Ice Cool,167,ice cool
286,,,2023_ice cool,2023,Ice Cool,149,ice cool
287,,,2024_ice cool,2024,Ice Cool,143,ice cool
288,,,2025_ice cool,2025,Ice Cool,111,ice cool
289,,,2026_ice cool,2026,Ice Cool,33,ice cool
290,,,2013_my first stone age,2013,My First Stone Age,100,my first stone age
291,,,2020_my first stone age,2020,My First Stone Age,74,my first stone age
292,,,2026_my first stone age,2026,My First Stone Age,2,my first stone age
293,,,2004_spinderella,2004,Spinderella,100,spinderella
294,Spiel des Jahre,Kinderspiel des Jahres,2015_spinderella,2015,Spinderella,35,spinderella
295,,,2016_spinderella,2016,Spinderella,13,spinderella
296,,,2017_spinderella,2017,Spinderella,17,spinderella
297,,,2018_spinderella,2018,Spinderella,5,spinderella
298,,,2019_spinderella,2019,Spinderella,3,spinderella
299,,,2020_spinderella,2020,Spinderella,5,spinderella
300,,,2021_spinderella,2021,Spinderella,2,spinderella
301,,,2022_spinderella,2022,Spinderella,4,spinderella
302,,,2023_spinderella,2023,Spinderella,6,spinderella
303,Spiel des Jahre,Kennerspiel des Jahres,2015_broom service,2015,Broom Service,424,broom service
304,,,2016_broom service,2016,Broom Service,210,broom service
305,,,2017_broom service,2017,Broom Service,40,broom service
306,,,2018_broom service,2018,Broom Service,89,broom service
307,,,2019_broom service,2019,Broom Service,100,broom service
308,,,2020_broom service,2020,Broom Service,52,broom service
309,,,2021_broom service,2021,Broom Service,21,broom service
310,,,2022_broom service,2022,Broom Service,35,broom service
311,,,2023_broom service,2023,Broom Service,34,broom service
312,,,2024_broom service,2024,Broom Service,17,broom service
313,,,2025_broom service,2025,Broom Service,30,broom service
314,,,2026_broom service,2026,Broom Service,2,broom service
315,,,2004_istanbul,2004,Istanbul,39,istanbul
316,,,2005_istanbul,2005,Istanbul,26,istanbul
317,,,2006_istanbul,2006,Istanbul,295,istanbul
318,,,2007_istanbul,2007,Istanbul,357,istanbul
319,,,2008_istanbul,2008,Istanbul,353,istanbul
320,,,2009_istanbul,2009,Istanbul,438,istanbul
321,,,2010_istanbul,2010,Istanbul,376,istanbul
322,,,2011_istanbul,2011,Istanbul,334,istanbul
323,,,2012_istanbul,2012,Istanbul,391,istanbul
324,,,2013_istanbul,2013,Istanbul,225,istanbul
325,Spiel des Jahre,Kennerspiel des Jahres,2014_istanbul,2014,Istanbul,258,istanbul
326,,,2015_istanbul,2015,Istanbul,251,istanbul
327,,,2016_istanbul,2016,Istanbul,219,istanbul
328,,,2017_istanbul,2017,Istanbul,218,istanbul
329,,,2018_istanbul,2018,Istanbul,219,istanbul
330,,,2019_istanbul,2019,Istanbul,220,istanbul
331,,,2020_istanbul,2020,Istanbul,186,istanbul
332,,,2021_istanbul,2021,Istanbul,183,istanbul
333,,,2022_istanbul,2022,Istanbul,210,istanbul
334,,,2023_istanbul,2023,Istanbul,211,istanbul
335,,,2024_istanbul,2024,Istanbul,189,istanbul
336,,,2025_istanbul,2025,Istanbul,200,istanbul
337,,,2026_istanbul,2026,Istanbul,95,istanbul
338,Spiel des Jahre,Kennerspiel des Jahres,2013_legends of andor,2013,Legends of Andor,141,legends of andor
339,,,2014_legends of andor,2014,Legends of Andor,133,legends of andor
340,,,2015_legends of andor,2015,Legends of Andor,169,legends of andor
341,,,2016_legends of andor,2016,Legends of Andor,423,legends of andor
342,,,2017_legends of andor,2017,Legends of Andor,307,legends of andor
343,,,2018_legends of andor,2018,Legends of Andor,171,legends of andor
344,,,2019_legends of andor,2019,Legends of Andor,248,legends of andor
345,,,2020_legends of andor,2020,Legends of Andor,189,legends of andor
346,,,2021_legends of andor,2021,Legends of Andor,88,legends of andor
347,,,2022_legends of andor,2022,Legends of Andor,123,legends of andor
348,,,2023_legends of andor,2023,Legends of Andor,116,legends of andor
349,,,2024_legends of andor,2024,Legends of Andor,82,legends of andor
350,,,2025_legends of andor,2025,Legends of Andor,79,legends of andor
351,,,2026_legends of andor,2026,Legends of Andor,9,legends of andor
352,,,2017_top the cake,2017,Top the cake,100,top the cake
353,,,2019_top the cake,2019,Top the cake,61,top the cake
354,,,2005_the magic keys,2005,The Magic Keys,100,the magic keys
355,,,2017_mysterium kids,2017,Mysterium Kids,71,mysterium kids
356,Spiel des Jahre,Kinderspiel des Jahres,2023_mysterium kids,2023,Mysterium Kids,234,mysterium kids
357,,,2026_mysterium kids,2026,Mysterium Kids,4,mysterium kids
358,,,2013_magic mountain,2013,Magic Mountain,100,magic mountain
359,,,2018_magic mountain,2018,Magic Mountain,64,magic mountain
360,Spiel des Jahre,Kinderspiel des Jahres,2022_magic mountain,2022,Magic Mountain,165,magic mountain
361,,,2024_magic mountain,2024,Magic Mountain,61,magic mountain
362,,,2025_magic mountain,2025,Magic Mountain,85,magic mountain
363,,,2026_magic mountain,2026,Magic Mountain,83,magic mountain
364,,,2020_dragomino,2020,Dragomino,12,dragomino
365,Spiel des Jahre,Kinderspiel des Jahres,2021_dragomino,2021,Dragomino,410,dragomino
366,,,2022_dragomino,2022,Dragomino,248,dragomino
367,,,2023_dragomino,2023,Dragomino,184,dragomino
368,,,2024_dragomino,2024,Dragomino,128,dragomino
369,,,2025_dragomino,2025,Dragomino,170,dragomino
370,,,2026_dragomino,2026,Dragomino,77,dragomino
371,,,2006_speedy roll,2006,Speedy Roll,100,speedy roll
372,Spiel des Jahre,Kinderspiel des Jahres,2020_speedy roll,2020,Speedy Roll,98,speedy roll
373,,,2004_scotland yard,2004,Scotland Yard,172,scotland yard
374,,,2005_scotland yard,2005,Scotland Yard,233,scotland yard
375,,,2006_scotland yard,2006,Scotland Yard,152,scotland yard
376,,,2007_scotland yard,2007,Scotland Yard,119,scotland yard
377,,,2008_scotland yard,2008,Scotland Yard,108,scotland yard
378,,,2009_scotland yard,2009,Scotland Yard,93,scotland yard
379,,,2010_scotland yard,2010,Scotland Yard,99,scotland yard
380,,,2011_scotland yard,2011,Scotland Yard,114,scotland yard
381,,,2012_scotland yard,2012,Scotland Yard,94,scotland yard
382,,,2013_scotland yard,2013,Scotland Yard,90,scotland yard
383,,,2014_scotland yard,2014,Scotland Yard,90,scotland yard
384,,,2015_scotland yard,2015,Scotland Yard,90,scotland yard
385,,,2016_scotland yard,2016,Scotland Yard,92,scotland yard
386,,,2017_scotland yard,2017,Scotland Yard,106,scotland yard
387,,,2018_scotland yard,2018,Scotland Yard,87,scotland yard
388,,,2019_scotland yard,2019,Scotland Yard,86,scotland yard
389,,,2020_scotland yard,2020,Scotland Yard,99,scotland yard
390,,,2021_scotland yard,2021,Scotland Yard,75,scotland yard
391,,,2022_scotland yard,2022,Scotland Yard,71,scotland yard
392,,,2023_scotland yard,2023,Scotland Yard,65,scotland yard
393,,,2024_scotland yard,2024,Scotland Yard,68,scotland yard
394,,,2025_scotland yard,2025,Scotland Yard,64,scotland yard
395,,,2026_scotland yard,2026,Scotland Yard,28,scotland yard
396,,,2008_enchanted forest,2008,Enchanted Forest,100,enchanted forest
397,,,2009_enchanted forest,2009,Enchanted Forest,90,enchanted forest
398,,,2010_enchanted forest,2010,Enchanted Forest,58,enchanted forest
399,,,2011_enchanted forest,2011,Enchanted Forest,58,enchanted forest
400,,,2012_enchanted forest,2012,Enchanted Forest,103,enchanted forest
401,,,2013_enchanted forest,2013,Enchanted Forest,226,enchanted forest
402,,,2014_enchanted forest,2014,Enchanted Forest,202,enchanted forest
403,,,2015_enchanted forest,2015,Enchanted Forest,221,enchanted forest
404,,,2016_enchanted forest,2016,Enchanted Forest,305,enchanted forest
405,,,2017_enchanted forest,2017,Enchanted Forest,308,enchanted forest
406,,,2018_enchanted forest,2018,Enchanted Forest,342,enchanted forest
407,,,2019_enchanted forest,2019,Enchanted Forest,393,enchanted forest
408,,,2020_enchanted forest,2020,Enchanted Forest,490,enchanted forest
409,,,2021_enchanted forest,2021,Enchanted Forest,390,enchanted forest
410,,,2022_enchanted forest,2022,Enchanted Forest,406,enchanted forest
411,,,2023_enchanted forest,2023,Enchanted Forest,344,enchanted forest
412,,,2024_enchanted forest,2024,Enchanted Forest,405,enchanted forest
413,,,2025_enchanted forest,2025,Enchanted Forest,390,enchanted forest
414,,,2026_enchanted forest,2026,Enchanted Forest,172,enchanted forest
415,,,2004_focus,2004,Focus,75,focus
416,,,2005_focus,2005,Focus,42,focus
417,,,2006_focus,2006,Focus,126,focus
418,,,2007_focus,2007,Focus,186,focus
419,,,2008_focus,2008,Focus,253,focus
420,,,2009_focus,2009,Focus,370,focus
421,,,2010_focus,2010,Focus,352,focus
422,,,2011_focus,2011,Focus,391,focus
423,,,2012_focus,2012,Focus,383,focus
424,,,2013_focus,2013,Focus,352,focus
425,,,2014_focus,2014,Focus,361,focus
426,,,2015_focus,2015,Focus,405,focus
427,,,2016_focus,2016,Focus,333,focus
428,,,2017_focus,2017,Focus,369,focus
429,,,2018_focus,2018,Focus,400,focus
430,,,2019_focus,2019,Focus,338,focus
431,,,2020_focus,2020,Focus,372,focus
432,,,2021_focus,2021,Focus,345,focus
433,,,2022_focus,2022,Focus,350,focus
434,,,2023_focus,2023,Focus,476,focus
435,,,2024_focus,2024,Focus,451,focus
436,,,2025_focus,2025,Focus,481,focus
437,,,2026_focus,2026,Focus,360,focus
438,,,2004_rummikub,2004,Rummikub,289,rummikub
439,,,2005_rummikub,2005,Rummikub,299,rummikub
440,,,2006_rummikub,2006,Rummikub,307,rummikub
441,,,2007_rummikub,2007,Rummikub,275,rummikub
442,,,2008_rummikub,2008,Rummikub,277,rummikub
443,,,2009_rummikub,2009,Rummikub,415,rummikub
444,,,2010_rummikub,2010,Rummikub,571,rummikub
445,,,2011_rummikub,2011,Rummikub,763,rummikub
